pickup_distance_km,time_difference_min,route_overlap_percent,detour_km,destination_compatibility,preference_compatible,match
3.15,5,94.3,1.3,0.84,0,1
0.85,30,31.98,3.22,0.58,1,0
3.54,13,65.86,0.49,0.77,0,1
4.75,16,6.92,3.95,0.73,1,0
1.46,1,64.58,2.07,0.56,1,1
1.68,22,76.11,0.98,0.93,0,1
1.69,0,60.76,0.95,0.96,1,1
0.63,3,35.21,0.24,0.89,0,1
1.94,25,25.35,2.02,0.38,1,0
3.41,14,10.66,2.69,0.44,1,0
2.36,17,30.29,0.21,0.22,0,0
1.03,26,85.08,2.89,0.1,0,0
4.49,15,17.9,2.56,0.03,1,0
0.54,17,13.52,2.16,0.01,0,0
3.94,10,6.54,1.73,0.09,0,0
1.42,13,44.14,0.51,0.01,0,0
2.79,1,70.37,2.56,0.67,0,1
1.77,30,27.85,2.77,0.22,1,0
1.44,8,79.33,2.46,0.4,0,1
1.18,22,4.48,3.02,0.81,0,0
1.98,23,87.18,0.27,0.98,0,1
0.44,4,79.23,3.98,0.98,0,1
2.19,27,95.6,3.4,0.72,1,0
4.14,0,15.48,1.72,0.26,1,0
3.04,11,26.83,1.91,0.77,0,0
1.73,14,55.19,2.96,0.59,0,0
4.28,28,22.54,2.01,0.44,1,0
4.43,22,28.03,3.65,0.64,0,0
2.79,7,28.89,1.09,0.69,0,0
2.36,2,34.82,0.34,0.45,0,1
2.34,18,70.47,3.51,0.75,0,0
1.78,12,29.6,1.93,0.73,1,0
3.57,9,93.86,1.73,0.64,0,1
0.3,29,42.24,0.54,0.62,1,1
2.77,10,6.17,1.25,0.21,0,0
4.75,6,13.21,1.53,0.99,0,0
1.79,20,77.21,2.29,0.31,0,0
1.22,11,3.84,1.24,0.18,0,0
2.52,5,78.27,1.74,0.26,0,1
2.51,4,44.51,0.68,0.72,1,1
1.49,27,38.76,1.26,0.56,0,0
1.12,7,90.75,2.64,0.98,0,1
3.5,12,62.16,3.75,0.49,1,0
4.25,3,84.28,0.79,0.96,1,1
0.3,13,35.54,2.95,0.31,0,0
1.9,5,23.54,2.34,0.8,0,0
0.5,7,92.36,2.29,0.31,1,1
2.13,19,71.01,2.45,0.1,1,1
1.69,17,50.19,2.6,0.6,0,0
0.5,14,69.59,3.54,0.21,1,0
4.73,0,61.08,1.81,0.39,1,0
4.84,30,63.23,1.57,0.23,1,0
2.27,14,94.9,2.06,0.71,0,1
2.68,16,8.34,3.06,0.68,1,0
1.63,2,95.11,2.57,0.26,1,1
2.71,19,73.73,3.49,0.03,1,0
1.51,2,9.23,1.27,0.57,1,0
2.04,17,20.62,2.47,0.93,0,0
4.05,9,95.79,2.49,0.49,1,1
2.66,4,90.78,2.9,0.47,0,1
3.42,21,43.32,2.75,0.02,1,0
2.22,30,29.0,3.66,0.88,0,0
2.09,0,6.78,1.34,0.84,1,0
0.21,27,41.08,1.2,0.09,1,0
1.11,1,79.41,1.93,0.18,0,1
3.55,15,96.76,3.05,0.33,0,0
1.25,2,8.69,1.18,0.02,0,0
0.73,30,96.35,1.34,0.64,1,1
3.58,2,64.15,2.86,0.93,0,0
3.71,9,84.95,0.26,0.1,1,1
3.91,1,22.28,3.99,0.34,0,0
4.54,13,97.05,2.83,0.63,1,0
3.97,22,20.41,1.35,0.67,0,0
1.32,10,79.05,3.08,0.45,0,1
3.45,20,12.24,1.64,0.63,1,0
1.17,23,44.91,3.62,0.86,1,0
3.55,16,82.66,1.15,0.06,0,1
1.28,0,41.47,2.62,0.15,0,0
2.92,16,55.74,3.51,0.75,0,0
3.53,15,65.4,3.46,0.12,1,0
4.88,4,43.15,0.5,0.49,0,1
4.23,2,24.69,0.64,0.44,1,0
3.89,11,31.12,2.86,0.04,0,0
2.55,29,33.88,3.98,0.18,1,0
0.2,5,83.76,2.0,0.54,0,1
3.3,16,8.92,3.5,0.35,0,0
3.12,1,17.07,2.17,0.02,0,0
3.62,6,86.72,1.22,0.9,1,1
2.2,26,42.58,3.66,0.63,1,0
3.45,25,24.29,2.76,0.03,0,0
0.67,4,41.09,3.07,0.6,1,0
1.93,23,72.8,3.01,0.15,1,0
0.46,1,36.01,0.68,0.31,0,1
1.7,18,25.11,1.37,0.78,0,0
1.82,25,11.59,1.77,0.39,0,0
1.03,8,72.56,1.4,0.64,0,1
1.11,29,0.02,0.82,0.92,1,0
1.33,30,43.43,3.08,0.55,1,0
1.74,24,12.45,1.03,0.04,0,0
3.32,12,40.38,3.12,0.26,1,0
3.16,22,36.72,1.58,0.11,1,0
3.58,7,94.47,3.04,0.42,0,0
3.33,2,57.85,2.69,0.12,0,0
4.16,3,5.16,1.81,0.07,1,0
2.19,23,11.45,2.68,0.4,1,0
0.22,22,60.05,0.1,0.24,1,1
0.76,27,27.32,1.04,0.78,1,0
3.27,12,94.37,2.67,0.01,0,0
1.65,0,17.37,0.41,0.1,1,0
4.49,24,44.87,2.49,0.44,0,0
4.82,23,32.03,0.96,0.41,0,0
2.32,0,20.95,3.1,0.89,1,0
2.43,8,3.09,2.13,0.36,0,0
0.22,14,27.06,1.65,0.26,1,0
2.64,5,20.59,0.29,0.54,1,1
2.28,29,27.86,3.01,0.53,1,0
1.53,16,12.03,0.18,0.57,0,0
1.86,13,81.45,0.57,0.13,1,1
0.27,1,56.13,3.3,0.24,1,1
1.7,25,20.28,2.58,0.06,0,0
3.65,9,18.14,3.05,0.74,1,0
1.75,21,31.93,3.45,0.62,1,0
2.7,8,71.64,1.0,0.16,1,1
4.9,22,36.71,1.87,0.87,0,0
3.71,19,41.88,3.09,0.19,0,0
4.74,0,78.37,1.31,0.44,0,1
0.52,18,96.23,2.3,0.69,0,1
0.82,29,72.8,0.97,0.52,1,1
2.87,21,52.48,2.81,0.77,1,0
2.94,10,84.94,3.08,0.66,0,0
3.63,24,9.61,3.38,0.85,1,0
2.28,20,38.08,3.78,0.32,0,0
1.23,1,13.46,0.88,0.15,0,0
2.84,10,13.16,0.37,0.44,1,0
0.95,6,99.02,0.95,0.8,0,1
3.46,13,96.36,3.88,0.78,1,0
4.21,16,63.45,0.62,0.86,0,0
0.37,0,15.95,2.83,0.51,0,0
2.85,15,26.12,0.18,0.43,0,0
2.73,25,8.88,1.92,0.41,1,0
3.54,14,45.41,0.95,0.44,1,0
4.94,11,10.95,2.99,0.08,0,0
1.67,16,11.53,3.22,0.6,1,0
1.73,26,27.41,3.35,0.23,0,0
3.46,11,84.12,3.39,0.75,1,0
3.93,6,11.31,3.94,0.35,0,0
3.05,0,4.28,3.5,0.69,0,0
2.72,5,46.26,3.9,0.8,0,0
4.42,5,57.72,1.71,0.04,1,0
2.03,12,58.17,1.62,0.62,1,0
2.88,2,84.89,2.18,0.09,0,1
3.62,30,1.88,1.78,0.15,1,0
0.71,24,52.4,1.3,0.98,1,1
0.83,26,44.78,2.32,0.28,1,0
4.33,17,51.69,0.19,0.7,0,1
3.13,19,74.4,0.66,0.61,1,1
2.21,3,26.57,0.15,0.01,0,0
2.94,14,5.2,2.41,0.59,1,0
1.07,2,48.79,2.57,0.34,1,0
1.44,23,64.09,3.14,0.81,1,0
0.22,26,88.96,0.76,0.02,1,1
1.79,23,96.59,2.91,0.79,0,0
1.72,22,92.56,3.21,0.91,1,0
0.59,30,40.15,2.73,0.69,1,0
4.97,2,68.85,3.07,0.78,0,0
3.69,5,7.1,2.38,0.47,1,0
2.76,1,24.26,3.94,0.8,1,0
0.53,13,37.65,1.51,0.95,0,0
4.96,7,52.68,3.39,0.92,0,0
1.43,18,31.02,2.16,0.59,0,0
1.84,4,13.23,1.0,0.73,1,0
4.8,24,74.27,2.11,0.12,1,0
1.28,29,51.17,0.53,0.71,0,1
2.89,12,66.19,0.94,0.79,1,1
3.18,19,36.72,0.98,0.76,1,0
4.12,13,1.47,1.41,0.03,0,0
4.21,30,24.04,3.7,0.1,0,0
2.29,19,5.57,2.5,0.0,1,0
4.62,30,43.99,2.3,0.75,1,0
0.71,25,89.25,0.55,0.96,0,1
3.61,2,17.18,3.91,0.13,1,0
1.53,22,10.72,3.33,0.98,0,0
0.27,13,51.98,2.92,0.87,0,1
4.64,22,32.21,1.54,0.77,0,0
3.37,9,3.62,1.49,0.83,0,0
1.02,21,24.41,1.89,0.67,0,0
4.72,27,43.01,1.63,0.03,1,0
4.41,9,17.64,2.85,0.72,1,0
3.85,14,68.43,1.16,0.37,1,0
0.37,14,82.97,2.09,0.23,0,1
4.8,27,56.67,1.06,0.87,0,0
1.78,4,70.77,0.24,0.68,1,1
4.63,7,85.45,2.96,0.55,1,0
1.83,2,53.28,1.75,0.8,1,1
4.5,13,93.55,1.97,0.18,1,0
2.72,14,59.91,2.81,0.88,1,0
4.64,14,84.02,0.86,0.77,0,1
4.35,24,43.27,3.98,0.41,0,0
2.18,26,91.54,1.51,0.2,1,0
2.58,23,13.35,0.32,0.0,0,0
2.08,18,82.94,0.91,0.5,0,1
1.01,25,39.26,0.3,0.85,1,1
1.11,3,81.87,0.57,0.26,0,1
4.88,20,56.45,3.56,0.4,1,0
2.32,17,22.57,3.48,0.49,0,0
0.91,28,75.01,3.8,0.13,1,0
2.36,1,46.36,1.02,0.94,0,1
1.08,24,40.93,2.98,0.98,0,0
4.11,17,99.33,1.51,0.45,0,0
4.18,30,29.71,3.7,0.4,0,0
2.27,1,31.91,2.67,0.02,1,0
4.87,29,28.17,1.78,0.79,1,0
2.63,13,39.06,1.65,0.64,0,0
2.42,9,1.85,1.88,0.8,0,0
2.86,6,48.16,2.48,0.48,0,0
0.33,25,27.1,2.74,0.11,1,0
1.83,25,10.9,0.59,0.39,1,0
4.16,18,59.93,1.86,0.13,1,0
4.07,29,97.12,1.45,0.53,1,1
4.78,15,26.87,3.62,0.68,1,0
2.23,19,73.65,2.71,0.42,0,0
0.85,27,1.13,2.69,0.88,0,0
2.6,18,22.8,0.78,0.66,0,0
3.72,15,50.8,2.96,0.14,0,0
4.88,16,64.82,1.48,0.15,1,0
2.06,8,78.58,3.47,0.63,0,0
4.32,23,22.85,2.15,0.35,0,0
4.23,30,33.89,3.34,0.14,0,0
0.83,9,48.19,2.07,0.93,0,0
4.16,2,15.14,3.51,0.56,0,0
3.44,15,39.49,0.87,0.03,1,0
1.95,6,12.17,2.53,0.25,1,0
3.98,4,84.97,0.24,0.17,1,1
2.92,17,31.23,3.42,0.27,0,0
3.03,27,13.41,2.38,0.45,0,0
2.7,19,51.23,3.41,0.43,0,0
4.6,14,34.77,0.11,0.35,0,0
4.09,2,15.44,3.49,0.64,0,0
1.72,12,52.03,2.67,0.55,0,0
1.26,27,37.97,2.41,0.8,1,0
1.88,23,81.47,2.9,0.67,1,0
0.67,26,78.66,1.93,0.32,1,1
0.28,3,12.2,3.15,1.0,0,0
1.72,20,76.61,3.54,0.08,1,0
0.53,9,16.32,2.17,0.39,0,0
4.62,14,95.09,3.24,0.06,1,0
3.3,4,96.62,2.78,0.97,1,1
4.05,17,60.3,1.62,0.78,0,0
3.65,2,47.87,2.7,0.71,1,0
2.45,7,27.72,1.82,0.09,0,0
2.17,5,75.01,2.75,0.15,1,1
2.7,23,11.6,3.55,0.75,0,0
3.42,21,45.96,1.65,0.87,0,0
0.44,29,28.31,2.17,0.5,0,0
4.14,12,42.44,3.86,0.79,0,0
2.53,14,86.29,1.69,0.52,0,1
1.85,12,0.21,0.58,0.77,0,0
3.09,9,33.11,1.04,0.53,0,0
1.73,3,9.45,2.89,0.27,0,0
1.46,23,6.71,0.84,0.93,1,0
2.36,13,11.91,2.11,0.12,0,0
1.66,19,58.9,0.3,0.71,0,1
1.07,14,50.91,3.37,0.01,1,0
3.76,26,71.26,2.9,0.62,1,0
0.21,5,30.89,2.39,0.68,1,1
2.24,2,91.38,1.41,0.14,1,1
1.43,8,37.08,3.82,0.13,1,0
3.08,26,46.21,3.8,0.02,1,0
0.47,22,10.3,2.71,0.55,0,0
0.2,21,2.89,3.41,0.35,0,0
2.68,29,21.84,1.82,0.27,0,0
4.55,29,64.75,3.69,0.97,1,0
4.2,13,23.26,3.84,0.61,1,0
4.89,18,41.76,0.23,0.16,0,0
3.9,20,53.66,3.3,0.72,0,0
2.23,0,73.08,0.21,0.92,1,1
3.26,27,74.55,1.3,0.73,1,1
0.28,30,56.19,2.48,0.96,0,1
0.56,5,99.95,1.9,0.87,0,1
4.0,25,70.5,2.73,0.35,1,0
1.49,6,65.99,3.94,0.4,0,0
4.71,25,69.49,0.31,0.1,0,0
3.36,13,88.88,3.22,0.67,0,0
0.55,7,48.87,2.62,0.34,0,0
1.19,29,3.22,3.91,0.68,1,0
2.47,18,52.12,1.11,0.31,1,0
1.19,9,99.81,3.05,0.16,0,1
1.72,1,5.69,0.83,0.05,0,0
0.64,7,42.45,1.77,0.82,1,1
0.59,1,93.38,1.9,0.12,0,1
0.75,13,85.23,3.42,0.09,0,0
1.05,1,36.58,0.82,0.36,1,1
3.31,23,60.88,3.49,0.1,1,0
0.53,0,10.45,2.83,0.99,0,0
1.28,11,25.34,1.97,0.84,0,0
0.28,12,46.19,0.42,0.24,1,1
3.89,19,40.09,3.74,0.34,0,0
2.71,13,48.4,1.86,0.04,0,0
0.25,14,20.1,3.68,0.94,1,0
4.58,2,40.31,2.16,0.59,0,0
0.65,10,90.09,0.85,0.57,0,1
2.48,14,14.17,3.12,0.35,1,0
3.7,30,55.25,2.88,0.99,1,0
2.84,5,32.1,3.03,0.19,0,0
4.12,9,6.79,3.15,0.27,0,0
0.89,11,51.02,2.79,0.92,0,0
4.52,14,58.66,3.87,0.92,1,0
0.31,7,57.76,0.89,0.92,0,1
3.96,17,17.1,2.48,0.89,0,0
3.64,8,54.69,1.18,0.47,1,0
3.51,14,62.23,1.67,0.82,0,0
2.29,30,66.39,1.44,0.63,1,0
1.65,28,20.58,0.64,0.45,0,0
3.1,8,61.53,2.44,0.93,1,0
3.64,6,11.33,2.83,0.57,0,0
4.11,19,81.77,3.66,0.54,0,0
3.23,0,49.15,3.65,0.26,1,0
2.18,14,37.67,2.63,0.36,0,0
1.74,3,64.75,3.5,0.06,1,0
2.3,23,82.32,2.29,0.07,1,0
2.08,19,34.52,1.77,0.77,1,0
0.75,19,87.54,1.5,0.98,0,1
2.25,4,61.01,2.43,0.64,1,1
0.7,23,62.94,2.04,0.57,1,0
3.07,20,26.67,1.61,0.7,0,0
1.75,22,76.02,2.95,0.84,0,0
3.75,13,42.09,0.84,0.24,1,0
2.8,5,63.85,0.24,0.26,1,1
4.74,9,61.52,3.15,0.69,0,0
1.07,10,47.06,0.43,0.22,1,1
3.71,30,62.03,3.4,0.87,0,0
3.11,14,32.38,1.46,0.75,0,0
0.85,20,26.17,3.98,0.07,1,0
3.17,7,89.19,0.76,0.51,0,1
4.8,26,92.13,0.27,0.98,1,1
1.42,13,89.1,1.12,0.7,0,1
4.64,1,55.39,1.64,0.99,0,1
0.52,13,64.45,0.71,0.74,0,1
2.63,14,56.18,1.76,0.67,1,0
2.77,20,19.08,3.06,0.01,0,0
2.87,28,91.14,3.54,0.67,0,0
3.49,5,90.68,3.88,0.93,1,1
2.9,0,55.46,3.61,0.15,0,0
2.22,3,44.93,3.91,0.39,0,0
4.6,24,88.52,2.01,0.04,0,0
4.11,16,49.46,1.08,0.06,1,0
4.8,13,88.74,1.52,0.82,1,1
0.96,6,77.32,2.11,0.57,0,1
0.58,23,0.58,2.64,0.62,0,0
0.22,2,73.34,2.84,0.18,0,1
4.13,30,18.1,2.88,0.49,0,0
0.45,11,81.62,1.5,0.57,1,1
3.96,20,90.23,2.32,0.85,0,1
0.43,22,61.58,0.56,0.1,1,1
0.5,26,93.84,0.83,0.01,1,1
1.16,13,39.03,1.57,0.12,0,0
1.29,21,94.13,2.86,0.86,0,0
2.73,3,96.19,1.86,0.67,1,1
4.85,9,21.15,2.54,0.41,0,0
0.33,15,27.98,3.69,0.29,1,0
3.3,6,25.97,3.4,0.22,1,0
3.48,7,81.73,2.72,0.87,1,1
3.35,11,79.86,1.55,0.79,0,1
0.46,27,73.13,2.36,0.82,1,1
3.08,2,75.68,2.61,0.87,0,1
0.4,21,39.42,0.7,0.22,1,0
2.58,16,70.45,2.95,0.84,0,0
1.35,3,14.46,1.74,0.78,0,0
1.97,7,1.21,1.63,0.12,0,0
2.36,9,44.16,2.19,0.71,1,0
3.04,6,6.26,0.24,0.45,1,0
0.98,12,24.63,1.47,0.91,0,0
4.57,30,56.28,3.6,0.41,1,0
1.5,4,73.52,3.82,0.48,1,1
4.13,13,11.11,2.08,0.1,0,0
0.67,13,67.1,1.64,0.7,1,1
4.95,2,43.05,2.68,0.01,0,0
0.66,21,41.97,0.19,0.65,1,1
1.24,8,57.95,3.72,0.67,1,0
1.06,16,71.74,1.18,0.58,0,1
1.9,16,42.94,1.21,0.56,0,0
4.53,13,19.69,2.58,0.86,0,0
3.52,7,9.56,0.74,0.33,0,0
3.87,6,96.24,0.31,0.02,1,1
3.57,15,9.36,1.05,0.57,0,0
1.99,0,1.27,0.31,0.79,1,1
1.33,30,94.43,1.32,0.93,1,1
1.63,8,81.51,0.28,0.6,1,1
3.07,24,73.82,0.81,0.5,0,0
2.39,12,85.77,2.3,0.94,0,1
2.74,30,29.48,1.85,0.53,1,0
1.24,9,50.6,3.24,0.15,0,0
2.86,14,62.02,1.0,0.97,1,1
2.88,3,2.01,1.64,0.29,0,0
1.24,25,46.89,2.34,0.79,1,0
4.21,22,50.9,1.51,0.85,0,0
1.29,6,56.53,2.39,0.12,1,1
3.73,12,70.72,2.18,0.54,1,1
4.37,2,30.58,0.74,0.8,0,0
1.62,10,37.36,1.69,0.28,0,0
2.48,3,42.58,2.32,0.72,1,0
3.44,11,94.19,1.63,0.08,1,0
4.52,14,82.23,2.88,0.93,0,0
1.94,20,93.04,2.06,0.63,0,1
1.78,24,77.27,1.63,0.2,0,0
3.0,30,50.55,0.63,0.09,1,0
0.45,7,93.72,1.41,0.76,1,1
1.54,0,53.61,1.94,0.92,1,1
4.98,6,80.79,1.36,0.83,1,1
4.22,18,81.12,1.77,0.07,1,0
3.59,22,23.15,0.54,0.62,1,0
4.74,18,28.2,1.48,0.89,0,0
2.73,13,78.36,0.82,0.24,0,1
3.8,17,29.5,2.52,0.37,1,0
3.81,24,43.29,1.53,0.93,0,0
1.09,22,62.89,1.88,0.12,0,0
4.79,19,8.39,1.05,0.73,1,0
3.05,9,56.58,0.47,0.31,1,1
4.41,12,43.48,1.75,0.07,0,0
1.18,22,25.3,2.52,0.41,1,0
2.65,0,52.44,3.49,0.91,1,1
3.22,29,30.47,2.25,0.17,0,0
3.69,17,69.55,2.46,0.53,0,0
0.67,26,21.15,3.9,0.15,1,0
4.62,9,30.06,1.24,0.82,1,0
1.44,2,98.37,1.92,0.99,0,1
1.86,30,27.77,3.77,0.13,0,0
3.96,6,88.22,0.33,0.74,1,1
4.2,2,17.78,3.85,0.24,0,0
1.51,4,21.86,2.88,0.33,1,0
3.24,8,49.61,1.07,0.08,1,0
3.58,30,7.7,0.28,0.39,0,0
2.76,25,21.18,1.7,0.29,0,0
2.89,18,65.89,1.71,0.91,1,0
4.65,30,59.37,1.73,0.73,1,0
0.81,24,93.94,0.87,0.49,0,1
3.9,25,28.59,2.34,0.51,1,0
2.67,12,53.13,1.63,0.25,1,0
3.28,23,94.45,3.32,0.94,0,0
0.43,18,42.39,3.77,0.35,1,0
3.46,30,3.36,1.93,0.6,1,0
3.64,16,9.47,0.4,0.31,0,0
2.22,14,18.71,2.38,0.54,1,0
0.23,30,2.65,2.12,0.5,0,0
2.1,23,68.79,3.51,0.52,0,0
0.35,27,56.06,2.35,0.44,0,0
2.95,2,33.61,2.92,0.13,1,0
4.46,21,23.32,3.17,0.43,1,0
4.61,0,24.71,2.1,0.7,0,0
4.91,30,25.34,1.69,0.25,1,0
1.81,8,85.45,2.68,0.23,1,0
0.2,29,42.41,0.23,0.06,1,1
4.6,21,55.71,2.42,0.24,0,0
0.7,27,72.75,1.37,0.94,0,1
2.59,21,81.41,2.64,0.88,1,0
2.71,17,7.69,1.24,0.22,1,0
4.68,15,69.33,2.27,0.56,0,0
4.34,24,88.49,3.18,0.08,1,0
1.21,7,85.88,3.18,0.18,0,1
4.31,30,78.54,1.29,0.02,0,0
3.53,25,12.39,0.49,0.67,1,0
3.51,13,50.01,2.54,0.98,1,0
2.17,5,0.4,0.26,0.21,0,0
1.37,24,78.91,0.42,0.33,1,1
0.42,15,78.87,2.06,0.26,0,1
1.67,9,82.23,0.53,0.06,1,1
1.27,29,24.01,3.38,0.38,0,0
4.54,16,26.86,1.19,0.66,1,0
2.06,12,29.27,3.94,0.25,1,0
2.7,9,59.23,1.41,0.08,1,1
2.99,4,0.76,3.55,0.56,0,0
0.21,24,29.56,3.62,0.35,0,0
0.15,28,26.58,3.56,0.52,1,0
1.3,26,26.95,3.88,0.9,1,0
4.19,25,65.32,3.29,0.5,1,0
3.26,21,30.51,3.84,0.35,1,0
4.37,8,77.85,1.22,0.91,0,1
1.31,8,16.55,1.46,0.83,0,0
3.99,9,28.65,1.37,0.35,1,0
0.18,21,40.51,3.16,0.83,0,0
1.25,2,12.03,0.1,0.49,0,1
4.84,16,28.51,3.9,0.55,1,0
0.41,24,93.52,3.99,0.0,0,1
4.11,3,64.11,1.26,0.28,0,1
1.64,3,55.86,4.0,0.1,0,0
4.68,29,84.87,0.47,0.92,0,1
3.39,18,96.84,1.09,0.55,1,1
1.37,24,24.54,1.43,0.28,1,0
0.57,23,4.44,3.08,0.66,0,0
3.58,10,59.17,1.24,0.0,1,0
0.34,29,44.4,0.6,0.73,0,1
4.96,21,67.01,1.79,0.04,0,0
0.39,15,4.41,0.3,0.59,1,1
1.53,12,22.94,1.94,0.81,1,0
4.51,16,16.03,1.95,0.9,0,0
2.26,20,8.35,1.28,0.32,0,0
0.83,0,85.36,2.93,0.03,1,1
3.09,3,94.71,1.71,0.21,1,1
1.35,9,3.32,3.51,0.43,0,0
4.94,13,57.46,1.33,0.85,0,0
1.64,6,26.58,1.6,0.13,0,0
4.36,22,55.24,2.4,0.25,0,0
4.79,3,95.9,3.65,0.32,0,0
4.82,20,44.54,1.06,0.66,1,0
1.95,5,34.45,3.18,0.87,1,0
4.57,8,30.51,3.98,0.26,1,0
0.17,19,31.61,0.31,0.31,0,1
1.47,27,17.13,0.3,0.43,1,0
4.76,10,33.76,3.74,0.31,1,0
2.14,0,98.85,0.35,0.9,1,1
0.7,13,29.83,3.48,0.27,0,0
1.98,1,78.5,1.06,0.88,0,1
2.76,0,41.82,3.49,0.08,0,0
3.33,24,15.38,2.1,0.98,0,0
3.74,2,12.13,1.02,0.42,0,0
2.66,28,21.61,1.23,0.59,0,0
1.4,2,94.69,3.99,0.83,0,1
2.36,1,65.92,0.53,0.68,1,1
2.3,13,69.92,1.95,0.34,1,0
0.94,24,40.11,3.56,0.27,1,0
3.92,5,78.39,0.37,0.18,0,1
0.69,17,16.23,3.47,0.09,0,0
3.0,29,68.8,3.83,0.98,1,0
1.19,27,46.66,0.1,0.79,1,1
4.8,1,59.28,1.9,0.14,0,0
0.61,23,40.48,2.2,0.52,0,0
1.03,1,66.84,3.81,0.21,1,1
2.77,12,19.54,2.81,0.03,1,0
0.8,27,60.54,2.15,0.99,1,1
1.43,26,30.69,3.58,0.18,1,0
0.42,5,7.88,1.82,0.71,1,1
4.22,17,75.6,1.86,0.78,0,1
3.0,23,8.36,1.38,0.92,1,0
0.95,11,42.95,2.25,0.74,0,0
1.1,2,92.78,2.49,0.04,0,1
1.19,14,36.44,2.38,0.85,1,0
4.63,7,19.32,2.71,0.26,1,0
1.01,1,98.0,2.23,0.9,1,1
3.67,14,19.75,3.15,0.9,1,0
2.91,16,56.36,0.66,0.23,0,0
3.06,1,40.93,3.14,0.9,1,0
4.99,20,45.68,2.11,0.99,0,0
0.83,3,30.8,1.19,0.81,0,1
3.12,12,70.62,2.77,0.59,0,0
3.5,4,93.34,3.28,0.09,1,0
0.57,5,60.68,3.65,0.26,1,1
0.29,11,11.39,1.68,0.62,1,0
3.81,14,34.07,2.96,0.73,0,0
2.97,15,72.74,0.81,0.87,1,1
2.1,11,55.11,1.19,0.07,1,0
4.68,24,32.98,0.25,0.1,1,0
0.79,16,90.79,0.16,0.17,1,1
4.47,15,72.5,2.56,0.22,0,0
1.11,8,76.51,1.72,0.67,1,1
3.69,10,73.53,3.59,0.18,1,0
0.19,0,18.25,2.97,0.81,0,0
3.29,23,4.65,3.96,0.17,0,0
4.25,29,96.73,1.88,0.4,0,0
2.15,20,26.09,2.79,0.38,1,0
4.27,0,80.38,2.8,0.43,1,0
4.48,13,30.94,1.28,0.37,0,0
4.71,24,70.32,3.81,0.5,0,0
2.54,28,92.64,1.18,0.73,1,1
1.75,13,50.1,0.58,0.5,1,1
0.34,13,7.49,2.23,0.33,0,0
2.61,17,39.59,1.94,0.96,0,0
3.39,0,25.0,2.87,0.67,0,0
4.78,22,61.79,0.32,0.05,0,0
3.86,24,87.17,2.24,0.45,0,0
3.17,2,64.6,2.41,0.08,1,0
3.06,16,24.16,2.79,0.31,0,0
1.19,23,37.31,1.67,0.8,1,0
3.57,17,48.64,1.63,0.16,1,0
4.74,27,3.75,1.9,0.26,0,0
2.53,1,3.28,0.19,0.49,0,0
2.83,19,98.29,1.77,0.44,0,0
1.93,29,56.83,0.37,0.26,1,1
2.3,5,3.03,3.6,0.11,0,0
3.58,27,70.61,1.05,0.21,0,0
1.54,4,44.9,3.96,0.08,1,0
0.12,27,88.47,3.63,0.13,1,1
1.23,18,11.37,2.12,0.28,0,0
3.0,27,18.62,0.44,0.4,0,0
0.28,3,81.84,3.94,0.79,1,1
4.53,23,50.39,2.01,0.21,0,0
1.48,21,83.37,1.97,0.38,1,1
0.27,27,3.99,0.54,0.08,1,0
1.76,26,49.04,2.69,0.49,0,0
4.95,19,93.77,1.73,0.62,0,0
1.36,24,92.56,2.19,0.36,1,1
1.46,6,73.47,0.52,0.88,0,1
0.17,16,78.86,0.48,0.49,0,1
4.87,18,72.5,0.42,0.53,1,1
1.75,1,27.03,0.13,0.6,1,1
0.54,1,93.21,0.12,0.55,1,1
1.14,15,39.63,3.04,0.32,1,0
3.87,17,30.2,2.14,1.0,0,0
3.87,20,54.5,3.19,0.09,0,0
0.72,21,65.58,3.89,0.76,1,0
2.64,9,17.32,0.38,0.58,1,0
1.47,6,41.33,2.67,0.5,1,0
1.34,27,92.76,2.62,0.83,1,1
1.37,16,34.15,1.76,0.78,0,0
1.51,5,40.7,2.94,0.6,1,0
1.19,20,14.04,2.58,0.83,0,0
2.7,20,14.76,3.89,0.55,1,0
3.6,26,37.91,0.12,0.92,1,0
2.21,6,81.32,3.65,0.15,0,0
3.28,12,42.09,2.68,0.97,0,0
0.95,26,32.77,3.04,0.77,1,0
0.63,29,18.61,0.92,0.01,1,0
3.39,10,9.58,1.29,0.71,1,0
2.78,2,7.3,1.25,0.21,1,0
3.27,0,93.5,1.87,0.86,0,1
2.96,28,96.69,0.57,0.01,0,1
3.04,4,49.58,3.22,0.56,0,0
1.13,24,90.83,2.31,0.7,0,1
3.99,9,29.09,3.93,0.76,1,0
4.37,26,61.98,1.05,0.56,1,0
3.64,23,31.74,0.61,0.9,1,0
0.68,14,58.02,0.69,0.37,0,1
0.51,24,65.54,3.98,0.26,0,0
4.46,12,56.82,3.57,0.29,1,0
1.51,25,13.36,3.43,0.13,0,0
2.65,11,38.36,2.64,0.07,0,0
1.17,13,50.5,1.43,0.06,0,1
0.84,25,83.36,1.07,0.34,1,1
4.17,17,65.71,0.14,0.21,1,1
1.1,18,5.72,3.8,0.36,0,0
1.64,13,16.16,1.38,0.65,1,0
2.12,1,42.11,2.02,0.27,1,0
1.62,3,20.74,3.14,0.42,0,0
2.53,22,35.56,3.44,0.19,1,0
4.13,2,51.82,1.18,0.82,0,1
